behavior_id,emotion_id,emotion_zh_label,prompt,negative_prompt,output_name,output_format,requires_bvh_without_t_pose
Behavior.Alert,neutral,中性,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__neutral.bvh,bvh_without_t_pose,True
Behavior.Alert,sad,悲伤,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__sad.bvh,bvh_without_t_pose,True
Behavior.Alert,happy,开心,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__happy.bvh,bvh_without_t_pose,True
Behavior.Alert,angry,愤怒,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__angry.bvh,bvh_without_t_pose,True
Behavior.Alert,surprise,惊讶,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__surprise.bvh,bvh_without_t_pose,True
Behavior.Alert,fear,恐惧,"A human performer snaps into an alert warning pose, locks onto the risk, leans back, and extends one arm in a clear stop gesture, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",alert__fear.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,neutral,中性,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__neutral.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,sad,悲伤,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__sad.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,happy,开心,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__happy.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,angry,愤怒,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__angry.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,surprise,惊讶,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__surprise.bvh,bvh_without_t_pose,True
Behavior.SeekAttention,fear,恐惧,"A human performer gently asks for attention with a tilted head, focused gaze, and slight forward lean, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",seekattention__fear.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,neutral,中性,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__neutral.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,sad,悲伤,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__sad.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,happy,开心,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__happy.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,angry,愤怒,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__angry.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,surprise,惊讶,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__surprise.bvh,bvh_without_t_pose,True
Behavior.ActiveListening,fear,恐惧,"A human performer listens actively with small synchronized nods, alternating gaze between face and mouth, and still hands, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",activelistening__fear.bvh,bvh_without_t_pose,True
Behavior.Disappointment,neutral,中性,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__neutral.bvh,bvh_without_t_pose,True
Behavior.Disappointment,sad,悲伤,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__sad.bvh,bvh_without_t_pose,True
Behavior.Disappointment,happy,开心,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__happy.bvh,bvh_without_t_pose,True
Behavior.Disappointment,angry,愤怒,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__angry.bvh,bvh_without_t_pose,True
Behavior.Disappointment,surprise,惊讶,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__surprise.bvh,bvh_without_t_pose,True
Behavior.Disappointment,fear,恐惧,"A human performer shows brief disappointment by lowering its head and gaze, softening the body, and sinking slightly, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",disappointment__fear.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,neutral,中性,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__neutral.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,sad,悲伤,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__sad.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,happy,开心,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__happy.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,angry,愤怒,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__angry.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,surprise,惊讶,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__surprise.bvh,bvh_without_t_pose,True
Behavior.Withdrawal,fear,恐惧,"A human performer keeps a sustained withdrawn posture by turning away, avoiding gaze, holding the body tight, and staying still, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",withdrawal__fear.bvh,bvh_without_t_pose,True
Behavior.Hesitate,neutral,中性,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__neutral.bvh,bvh_without_t_pose,True
Behavior.Hesitate,sad,悲伤,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__sad.bvh,bvh_without_t_pose,True
Behavior.Hesitate,happy,开心,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__happy.bvh,bvh_without_t_pose,True
Behavior.Hesitate,angry,愤怒,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__angry.bvh,bvh_without_t_pose,True
Behavior.Hesitate,surprise,惊讶,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__surprise.bvh,bvh_without_t_pose,True
Behavior.Hesitate,fear,恐惧,"A human performer hesitates with a tiny side-to-side head motion, brief sideways gaze, and uncertain hand stillness, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",hesitate__fear.bvh,bvh_without_t_pose,True
Behavior.Search,neutral,中性,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__neutral.bvh,bvh_without_t_pose,True
Behavior.Search,sad,悲伤,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__sad.bvh,bvh_without_t_pose,True
Behavior.Search,happy,开心,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__happy.bvh,bvh_without_t_pose,True
Behavior.Search,angry,愤怒,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__angry.bvh,bvh_without_t_pose,True
Behavior.Search,surprise,惊讶,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__surprise.bvh,bvh_without_t_pose,True
Behavior.Search,fear,恐惧,"A human performer searches for a lost target by scanning left and right with the head, quick gaze shifts, and slight torso turns, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",search__fear.bvh,bvh_without_t_pose,True
Behavior.Error,neutral,中性,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__neutral.bvh,bvh_without_t_pose,True
Behavior.Error,sad,悲伤,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__sad.bvh,bvh_without_t_pose,True
Behavior.Error,happy,开心,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__happy.bvh,bvh_without_t_pose,True
Behavior.Error,angry,愤怒,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__angry.bvh,bvh_without_t_pose,True
Behavior.Error,surprise,惊讶,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__surprise.bvh,bvh_without_t_pose,True
Behavior.Error,fear,恐惧,"A human performer shows confusion or need for help by lowering the gaze, tilting the body, and pausing still, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",error__fear.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,neutral,中性,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__neutral.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,sad,悲伤,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__sad.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,happy,开心,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__happy.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,angry,愤怒,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__angry.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,surprise,惊讶,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__surprise.bvh,bvh_without_t_pose,True
Behavior.Dance.Base,fear,恐惧,"A human performer moves in a smooth beat-following dance loop with small head nods and gentle side-to-side torso sway, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_base__fear.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,neutral,中性,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__neutral.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,sad,悲伤,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__sad.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,happy,开心,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__happy.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,angry,愤怒,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__angry.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,surprise,惊讶,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__surprise.bvh,bvh_without_t_pose,True
Behavior.Dance.Sway,fear,恐惧,"A human performer performs a larger joyful dance sway with wider head and torso movement synced to the beat, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_sway__fear.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,neutral,中性,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__neutral.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,sad,悲伤,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__sad.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,happy,开心,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__happy.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,angry,愤怒,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__angry.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,surprise,惊讶,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__surprise.bvh,bvh_without_t_pose,True
Behavior.Dance.Accent,fear,恐惧,"A human performer adds a strong-beat dance accent with a quick head lift, bright gaze, and tiny forward pop, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_accent__fear.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,neutral,中性,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__neutral.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,sad,悲伤,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__sad.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,happy,开心,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__happy.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,angry,愤怒,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__angry.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,surprise,惊讶,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__surprise.bvh,bvh_without_t_pose,True
Behavior.Dance.Stop,fear,恐惧,"A human performer ends dancing gracefully by easing the head and torso motion back to a neutral pose, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",dance_stop__fear.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,neutral,中性,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__neutral.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,sad,悲伤,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__sad.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,happy,开心,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__happy.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,angry,愤怒,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__angry.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,surprise,惊讶,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__surprise.bvh,bvh_without_t_pose,True
Behavior.FingerHeart,fear,恐惧,"A human performer faces the interaction partner, lifts both hands to the chest, and forms a finger heart, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",fingerheart__fear.bvh,bvh_without_t_pose,True
